"uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
18686298,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-10-15 10:09",-110.946345,32.263022,,,"040190027032000",,
18686316,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-10-15 12:00",-110.971965,32.133977,,,"040190037053001",,
18686453,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-10-15 23:20",-110.910548,32.206954,,,"040190020001000",,
18686512,"Tucson","35B","drug equipment violations","drug/narcotic offenses","society","2018-10-16 09:47",-110.968585,32.222073,,,"040190001001001",,
18686520,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-10-16 10:18",-110.936934,32.16329,,,"040190041172008",,
18686521,"Tucson","240","motor vehicle theft","motor vehicle theft","property","2018-10-16 10:20",-110.819458,32.221019,,,"040190040711002",,
18686722,"Tucson","90J","trespass of real property","trespass of real property","society","2018-10-17 08:09",-110.976195,32.254044,,,"040190013044001",,
18686743,"Tucson","90J","trespass of real property","trespass of real property","society","2018-10-17 09:33",-110.905314,32.206924,,,"040190035012004",,
18686755,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-10-17 10:19",-110.943909,32.232761,,,"040190006004018",,
18686784,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-10-17 13:05",-110.994947,32.272079,,,"040190045053013",,
18686817,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-10-17 14:45",-110.873046,32.236234,,,"040190030022001",,
18687048,"Tucson","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-10-18 14:32",-110.860258,32.221576,,,"040190033032000",,
18687189,"Tucson","90J","trespass of real property","trespass of real property","society","2018-10-19 07:07",-110.96098,32.221882,,,"040190008002004",,
18687242,"Tucson","240","motor vehicle theft","motor vehicle theft","property","2018-10-19 12:04",-110.959511,32.246818,,,"040190014001014",,
18687397,"Tucson","90D","driving under the influence","driving under the influence","society","2018-10-20 01:52",-110.806866,32.212623,,,"040190040702000",,
18687417,"Tucson","13B","simple assault","assault offenses","persons","2018-10-20 07:27",-110.856309,32.109674,,,"040194105031011",,
18687424,"Tucson","35B","drug equipment violations","drug/narcotic offenses","society","2018-10-20 09:04",-110.968189,32.168807,,,"040190024003016",,
18687431,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-10-20 09:37",-110.977492,32.150664,,,"040190038022011",,
18687480,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-10-20 13:45",-110.978147,32.279213,,,"040190045081013",,
18687533,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-10-20 18:26",-110.978142,32.289104,,,"040190045081000",,
18687848,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-10-22 08:09",-110.961014,32.243673,,,"040190014002002",,
18687886,"Tucson","90J","trespass of real property","trespass of real property","society","2018-10-22 11:48",-110.942299,32.220009,,,"040190007004014",,
18687938,"Tucson","11D","fondling","sex offenses","persons","2018-10-22 14:51",-110.917967,32.199555,,,"040190020003000",,
18688185,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-10-23 15:57",-110.949273,32.149262,,,"040190037072013",,
18688261,"Tucson","13B","simple assault","assault offenses","persons","2018-10-23 21:31",-110.95229,32.227723,,,"040190005003002",,
18688618,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-10-25 12:31",-110.935289,32.248546,,,"040190016003000",,
18688701,"Tucson","90J","trespass of real property","trespass of real property","society","2018-10-25 18:39",-110.942279,32.279449,,,"040190027021001",,
18688706,"Tucson","13B","simple assault","assault offenses","persons","2018-10-25 18:57",-111.04628,32.213783,,,"040190044223010",,
18688935,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-10-26 16:43",-110.971968,32.134087,,,"040190037042015",,
18689445,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-10-29 08:30",-110.943724,32.272303,,,"040190027023001",,
18689499,"Tucson","13B","simple assault","assault offenses","persons","2018-10-29 12:04",-110.956351,32.178511,,,"040190022011018",,
18689560,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-10-29 16:49",-110.863483,32.202762,,,"040190035042009",,
18689634,"Tucson","90Z","all other offenses","all other offenses","other","2018-10-29 22:10",-110.974925,32.134065,,,"040190037042017",,
18689640,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-10-29 22:39",-110.967964,32.134079,,,"040190037042014",,
18689787,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-10-30 16:45",-110.968715,32.244808,,,"040190014004002",,
18689863,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-10-30 22:34",-110.791629,32.191704,,,"040190040562000",,
18689888,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-10-31 03:12",-110.976117,32.221308,,,"040190010001000",,
18690098,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-01 04:59",-110.97172,32.234321,,,"040190004002029",,
18690186,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-01 14:09",-110.965479,32.208076,,,"040190009002027",,
18690252,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-11-01 20:13",-110.82922,32.199564,,,"040190040115000",,
18690643,"Tucson","13B","simple assault","assault offenses","persons","2018-11-03 17:09",-110.90095,32.261445,,,"040190029052005",,
18690684,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-11-03 20:34",-110.823906,32.217602,,,"040190040691001",,
18690685,"Tucson","13B","simple assault","assault offenses","persons","2018-11-03 20:42",-110.926545,32.209524,,,"040190019002036",,
18690819,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-11-04 15:50",-110.857827,32.241574,,,"040190040671004",,
18690917,"Tucson","13A","aggravated assault","assault offenses","persons","2018-11-05 00:23",-110.857827,32.241574,,,"040190040671004",,
18691036,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-05 16:48",-111.003317,32.272265,,,"040190045042002",,
18691060,"Tucson","13B","simple assault","assault offenses","persons","2018-11-05 19:11",-110.929251,32.187976,,,"040190021001020",,
18691080,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-11-05 21:16",-110.784968,32.191727,,,"040190040571003",,
18691094,"Tucson","13B","simple assault","assault offenses","persons","2018-11-05 22:31",-110.944891,32.261151,,,"040190027031000",,
18691113,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-11-06 00:10",-110.960996,32.239615,,,"040190014002015",,
18691295,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-06 20:35",-110.976852,32.163173,,,"040190038023002",,
18691340,"Tucson","90D","driving under the influence","driving under the influence","society","2018-11-07 03:34",-110.967637,32.250351,,,"040190013043006",,
18691503,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-07 21:07",-110.964499,32.286637,,,"040190045101007",,
18691536,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-11-07 23:28",-110.967964,32.134079,,,"040190037042014",,
18691683,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-08 15:47",-110.910548,32.206954,,,"040190020001000",,
18691791,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-11-09 07:00",-110.860943,32.202001,,,"040190035041004",,
18691800,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-11-09 08:08",-110.974119,32.144902,,,"040190037041016",,
18691817,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-09 10:16",-110.829049,32.178434,,,"040190040381014",,
18691863,"Tucson","13A","aggravated assault","assault offenses","persons","2018-11-09 13:39",-110.856411,32.221035,,,"040190033024001",,
18692293,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-11 14:43",-110.86239,32.234305,,,"040190030023011",,
18692294,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-11 14:43",-110.86239,32.234305,,,"040190030023011",,
18692409,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-11-12 08:21",-110.943504,32.137822,,,"040190041221017",,
18692426,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-12 10:16",-110.977987,32.249232,,,"040190013021004",,
18692455,"Tucson","13B","simple assault","assault offenses","persons","2018-11-12 12:56",-110.907402,32.265182,,,"040190029051003",,
18692627,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-13 11:34",-110.816631,32.235479,,,"040190040713000",,
18692645,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-11-13 13:00",-110.894855,32.199696,,,"040190035014001",,
18692670,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-13 14:36",-110.986631,32.26142,,,"040190045053026",,
18692677,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-13 15:00",-110.946,32.185078,,,"040190022022016",,
18692788,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-11-14 03:57",-111.010897,32.151365,,,"040190025053009",,
18692873,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-14 14:25",-111.001003,32.133761,,,"040190025062029",,
18693075,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-15 14:48",-110.943367,32.163293,,,"040190022013000",,
18693378,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-16 21:13",-110.879764,32.250717,,,"040190029042012",,
18693398,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-16 23:17",-110.914013,32.221628,,,"040190019003008",,
18693410,"Tucson","13B","simple assault","assault offenses","persons","2018-11-16 23:53",-110.929681,32.17791,,,"040194105011012",,
18693467,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-11-17 12:00",-110.968602,32.213281,,,"040190009001031",,
18693625,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-18 10:01",-110.972109,32.264798,,,"040190026042005",,
18693639,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-18 11:24",-111.004384,32.161784,,,"040190025043044",,
18693710,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-18 18:08",-110.957704,32.231746,,,"040190005006029",,
18693711,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-11-18 18:19",-110.926278,32.143222,,,"040190041221000",,
18693715,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-11-18 18:30",-110.922767,32.263224,,,"040190028021000",,
18693882,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-19 17:19",-110.90387,32.203671,,,"040190035012006",,
18694001,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-11-20 08:19",-110.960978,32.244584,,,"040190014002002",,
18694046,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-11-20 12:06",-110.971085,32.221069,,,"040190001002015",,
18694256,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-11-21 14:49",-111.006865,32.137772,,,"040190025061009",,
18694495,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-11-22 23:08",-110.934553,32.126892,,,"040194105021084",,
18694542,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-23 10:10",-110.823891,32.225206,,,"040190040392010",,
18694601,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-11-23 15:12",-110.978234,32.283759,,,"040190045081001",,
18694667,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-11-23 22:30",-110.803345,32.214477,,,"040190040491014",,
18694686,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-11-24 01:00",-110.931243,32.132432,,,"040194105021044",,
18694794,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-24 15:30",-110.82661,32.200265,,,"040190040116007",,
18695275,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-27 02:04",-110.971626,32.163191,,,"040190038024000",,
18695471,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-27 21:08",-110.842918,32.206441,,,"040190040113002",,
18695517,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-28 07:00",-110.980884,32.156825,,,"040190038024008",,
18695522,"Tucson","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-11-28 08:06",-110.99267,32.257704,,,"040190045044006",,
18695575,"Tucson","11A","rape (except statutory rape)","sex offenses","persons","2018-11-28 13:50",-110.873299,32.20165,,,"040190035031010",,
18695703,"Tucson","90Z","all other offenses","all other offenses","other","2018-11-29 05:22",-110.977995,32.234243,,,"040190003002010",,
18695776,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-11-29 13:16",-111.015238,32.23822,,,"040190044141019",,
18695785,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-11-29 14:00",-110.932368,32.2229,,,"040190019003026",,
18695907,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-11-30 02:49",-111.025276,32.221405,,,"040190044112001",,
18695950,"Tucson","90J","trespass of real property","trespass of real property","society","2018-11-30 10:28",-110.875035,32.198013,,,"040190035032003",,
18695973,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-11-30 12:10",-110.873186,32.221656,,,"040190033031013",,
18696033,"Tucson","90D","driving under the influence","driving under the influence","society","2018-11-30 18:36",-110.956267,32.181793,,,"040190022011002",,
18696426,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-12-02 19:20",-110.965353,32.204707,,,"040190008001079",,
18696509,"Tucson","240","motor vehicle theft","motor vehicle theft","property","2018-12-03 07:57",-110.98648,32.286637,,,"040190045081000",,
18696568,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-03 13:16",-110.974869,32.181293,,,"040190024002005",,
18696702,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-04 01:45",-110.855025,32.220982,,,"040190033024001",,
18696703,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-04 01:45",-110.855025,32.220982,,,"040190033024001",,
18696727,"Tucson","12A","personal robbery","robbery","property","2018-12-04 08:05",-110.903153,32.206937,,,"040190035012004",,
18696770,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-04 12:39",-110.877234,32.206958,,,"040190035022000",,
18696773,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-04 12:48",-110.935098,32.221534,,,"040190019003029",,
18696965,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-12-05 11:50",-110.900932,32.204338,,,"040190035012004",,
18697007,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-05 15:24",-110.972109,32.264798,,,"040190026042005",,
18697142,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-06 09:50",-110.848938,32.247163,,,"040190040671000",,
18697152,"Tucson","35B","drug equipment violations","drug/narcotic offenses","society","2018-12-06 10:40",-110.968704,32.226453,,,"040190004003024",,
18697168,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-06 12:56",-110.857808,32.182916,,,"040190040342007",,
18697235,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-06 18:28",-110.961043,32.222714,,,"040190004003055",,
18697338,"Tucson","13A","aggravated assault","assault offenses","persons","2018-12-07 09:42",-110.848462,32.196993,,,"040190040081002",,
18697342,"Tucson","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-12-07 10:05",-110.952437,32.241678,,,"040190015003060",,
18697523,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-12-08 02:47",-110.949822,32.263024,,,"040190027032001",,
18697662,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-12-08 19:16",-110.860943,32.202001,,,"040190035041004",,
18697679,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-12-08 21:30",-110.931835,32.268946,,,"040190017001009",,
18697695,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-08 23:25",-110.909909,32.265063,,,"040190028023000",,
18698017,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-10 19:46",-111.001003,32.133871,,,"040190025062004",,
18698054,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-12-10 23:00",-110.904676,32.23151,,,"040190032004009",,
18698089,"Tucson","90D","driving under the influence","driving under the influence","society","2018-12-11 03:23",-110.994924,32.235787,,,"040190012001042",,
18698121,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-12-11 09:59",-110.909704,32.256337,,,"040190029015005",,
18698129,"Tucson","13B","simple assault","assault offenses","persons","2018-12-11 10:27",-110.904814,32.13433,,,"040190041161009",,
18698320,"Tucson","13A","aggravated assault","assault offenses","persons","2018-12-12 08:33",-110.917797,32.199333,,,"040190020002002",,
18698616,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-13 14:00",-110.976735,32.269452,,,"040190026042001",,
18698661,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-12-13 17:47",-110.939008,32.19989,,,"040190021002004",,
18698709,"Tucson","35B","drug equipment violations","drug/narcotic offenses","society","2018-12-13 21:44",-110.998947,32.22877,,,"040190002002007",,
18698773,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-14 09:02",-110.967024,32.268469,,,"040190026032003",,
18698838,"Tucson","90A","bad checks (except counterfeit checks or forged checks)","bad checks (except counterfeit checks or forged checks)","property","2018-12-14 14:30",-110.875338,32.248289,,,"040190030031001",,
18699032,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-15 12:35",-110.956234,32.177921,,,"040190022011017",,
18699075,"Tucson","23H","all other larceny","larceny/theft offenses","property","2018-12-15 16:55",-110.866349,32.221518,,,"040190033033001",,
18699084,"Tucson","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-12-15 17:20",-110.875053,32.199668,,,"040190035031009",,
18699181,"Tucson","13B","simple assault","assault offenses","persons","2018-12-16 08:56",-110.834553,32.235515,,,"040190040391006",,
18699204,"Tucson","23D","theft from building","larceny/theft offenses","property","2018-12-16 11:00",-110.978271,32.289104,,,"040190045081000",,
18699232,"Tucson","13B","simple assault","assault offenses","persons","2018-12-16 14:16",-110.999065,32.250559,,,"040190045044032",,
18699250,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-16 16:02",-110.960981,32.274193,,,"040190026022000",,
18699277,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-12-16 18:00",-110.860456,32.207044,,,"040190035025007",,
18699396,"Tucson","90D","driving under the influence","driving under the influence","society","2018-12-17 11:52",-110.961435,32.133957,,,"040190037051000",,
18699546,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-12-18 08:40",-110.875101,32.215807,,,"040190033033015",,
18699569,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-12-18 10:53",-110.889863,32.238953,,,"040190031023013",,
18699616,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-12-18 15:47",-110.971736,32.143399,,,"040190037041003",,
18699841,"Tucson","90D","driving under the influence","driving under the influence","society","2018-12-20 01:36",-110.969694,32.223138,,,"040190001002006",,
18699935,"Tucson","13B","simple assault","assault offenses","persons","2018-12-20 15:32",-110.968585,32.222073,,,"040190001001001",,
18700105,"Tucson","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-12-21 14:00",-110.939496,32.252193,,,"040190016004002",,
18700411,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-22 23:00",-110.972109,32.264798,,,"040190026042005",,
18700420,"Tucson","13A","aggravated assault","assault offenses","persons","2018-12-23 00:46",-110.967993,32.134077,,,"040190037042014",,
18700454,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-23 09:35",-110.860333,32.123013,,,"040194105011164",,
18700558,"Tucson","90J","trespass of real property","trespass of real property","society","2018-12-23 19:14",-110.873225,32.221546,,,"040190033031017",,
18700574,"Tucson","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-12-23 21:02",-110.960986,32.250449,,,"040190014005004",,
18700680,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-24 14:09",-110.774944,32.235389,,,"040190040421000",,
18700693,"Tucson","90F","family offenses, nonviolent","family offenses, nonviolent","society","2018-12-24 15:48",-110.990613,32.155694,,,"040190039011009",,
18700930,"Tucson","90C","disorderly conduct","disorderly conduct","society","2018-12-26 07:47",-110.931062,32.252155,,,"040190018014005",,
18700938,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-12-26 09:00",-110.91126,32.143881,,,"040190041151019",,
18701056,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-26 20:15",-110.866349,32.221518,,,"040190033033001",,
18701104,"Tucson","13A","aggravated assault","assault offenses","persons","2018-12-27 03:00",-110.852808,32.179604,,,"040190040341000",,
18701173,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-12-27 14:36",-110.947998,32.221349,,,"040190007003013",,
18701249,"Tucson","22U","other burglary/breaking & entering","burglary/breaking & entering","property","2018-12-28 02:20",-110.977458,32.155915,,,"040190038022005",,
18701374,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-28 21:03",-110.985954,32.138565,,,"040190039021005",,
18701513,"Tucson","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-12-29 16:21",-110.900974,32.198384,,,"040190035013001",,
18701552,"Tucson","90Z","all other offenses","all other offenses","other","2018-12-29 20:36",-110.998046,32.261372,,,"040190045045001",,
18701766,"Tucson","23C","shoplifting","larceny/theft offenses","property","2018-12-31 03:02",-110.892249,32.207006,,,"040190035023007",,
18855521,"Virginia Beach","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-02 08:00",-76.215619,36.817803,,,"518100462201002",,
18855530,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-02 11:39",-76.126656,36.913261,,,"518100418024035",,
18855546,"Virginia Beach","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-02 15:16",-76.178964,36.771885,,,"518100462172009",,
18855603,"Virginia Beach","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-03 19:00",-76.205634,36.808983,,,"518100462213003",,
18855627,"Virginia Beach","240","motor vehicle theft","motor vehicle theft","property","2018-01-04 14:30",-76.01448,36.799126,,,"518100454081002",,
18855675,"Virginia Beach","13B","simple assault","assault offenses","persons","2018-01-06 00:39",-76.09886,36.828306,,,"518100458051001",,
18855742,"Virginia Beach","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-07 16:30",-76.032213,36.848935,,,"518100448072049",,
18855846,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-09 17:48",-76.066885,36.821023,,,"518100454074015",,
18855887,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-10 12:00",-76.08624,36.800609,,,"518100454053000",,
18855916,"Virginia Beach","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-10 22:20",-76.099954,36.7937,,,"518100460133011",,
18856064,"Virginia Beach","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-12 21:00",-76.034334,36.850937,,,"518100448073000",,
18856072,"Virginia Beach","520","weapon law violations","weapon law violations","society","2018-01-13 00:44",-76.021727,36.838768,,,"518100448062022",,
18856138,"Virginia Beach","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-13 23:00",-76.177017,36.873721,,,"518100404042043",,
18856225,"Virginia Beach","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-15 01:44",-75.974265,36.845336,,,"518100440031015",,
18856385,"Virginia Beach","90J","trespass of real property","trespass of real property","society","2018-01-17 11:00",-76.11006,36.795113,,,"518100460131012",,
18856540,"Virginia Beach","13C","intimidation","assault offenses","persons","2018-01-19 18:00",-76.061526,36.747099,,,"518100454233000",,
18856578,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-01-20 10:15",-75.971176,36.833988,,,"518100440031003",,
18856762,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-22 23:22",-76.124984,36.806616,,,"518100460121002",,
18856786,"Virginia Beach","13B","simple assault","assault offenses","persons","2018-01-23 09:00",-76.119539,36.849803,,,"518100456011008",,
18856833,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-01-23 20:37",-76.081581,36.800733,,,"518100454061003",,
18856852,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-24 02:00",-75.99648,36.84945,,,"518100440013002",,
18857040,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-26 17:00",-76.171912,36.812057,,,"518100462061009",,
18857059,"Virginia Beach","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-26 21:00",-76.113588,36.834898,,,"518100456041020",,
18857196,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-01-28 20:09",-76.152637,36.795486,,,"518100462131001",,
18857224,"Virginia Beach","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-29 08:00",-76.116011,36.817408,,,"518100458071000",,
18857327,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-31 00:10",-76.12495,36.818242,,,"518100458031008",,
18857373,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-01-31 17:45",-76.046733,36.859988,,,"518100444024008",,
18857528,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-02-02 10:00",-76.093791,36.813412,,,"518100454144003",,
18857628,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-02-03 15:00",-76.099933,36.622703,,,"518100464004024",,
18857734,"Virginia Beach","23H","all other larceny","larceny/theft offenses","property","2018-02-04 23:21",-76.020772,36.846264,,,"518100448052011",,
18857965,"Virginia Beach","23H","all other larceny","larceny/theft offenses","property","2018-02-08 09:00",-76.181505,36.789411,,,"518100462232005",,
18858000,"Virginia Beach","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-02-08 18:40",-76.116129,36.835286,,,"518100456042010",,
18858059,"Virginia Beach","23C","shoplifting","larceny/theft offenses","property","2018-02-09 12:20",-76.069027,36.828849,,,"518100454074012",,
18858110,"Virginia Beach","90Z","all other offenses","all other offenses","other","2018-02-10 08:00",-76.184676,36.837618,,,"518100460102005",,
18858175,"Virginia Beach","23C","shoplifting","larceny/theft offenses","property","2018-02-11 00:43",-76.218506,36.818585,,,"518100462201002",,
18858224,"Virginia Beach","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-02-11 19:00",-76.096284,36.815673,,,"518100454141015",,
18858273,"Virginia Beach","13B","simple assault","assault offenses","persons","2018-02-12 16:45",-76.161394,36.86859,,,"518100404021002",,
